temp,current_dist,new_dist,best_dist
398.071,1991.83,1991.83,1991.35
397.872,1976.5,1976.5,1976.5
397.673,2028.28,2028.28,1976.5
397.474,2141.43,2141.43,1976.5
397.275,2151.18,2151.18,1976.5
397.077,2151.18,2199.3,1976.5
396.878,2265.73,2265.73,1976.5
396.68,2302.41,2302.41,1976.5
396.481,2401.17,2401.17,1976.5
396.283,2388.75,2388.75,1976.5
396.085,2361.79,2361.79,1976.5
395.887,2422.87,2422.87,1976.5
395.689,2476.23,2476.23,1976.5
395.491,2431.37,2431.37,1976.5
395.294,2456.21,2456.21,1976.5
395.096,2427.12,2427.12,1976.5
394.898,2385.25,2385.25,1976.5
394.701,2385.25,2427.11,1976.5
394.504,2385.25,2418.75,1976.5
394.306,2400.5,2400.5,1976.5
394.109,2429.7,2429.7,1976.5
393.912,2503.34,2503.34,1976.5
393.715,2628.24,2628.24,1976.5
393.518,2628.24,2686.67,1976.5
393.321,2593.6,2593.6,1976.5
393.125,2581.14,2581.14,1976.5
392.928,2552.55,2552.55,1976.5
392.732,2530.15,2530.15,1976.5
392.535,2616.03,2616.03,1976.5
392.339,2616.03,2672.88,1976.5
392.143,2633.18,2633.18,1976.5
391.947,2638.71,2638.71,1976.5
391.751,2679.42,2679.42,1976.5
391.555,2611.63,2611.63,1976.5
391.359,2585.14,2585.14,1976.5
391.164,2562.39,2562.39,1976.5
390.968,2575.53,2575.53,1976.5
390.773,2548.31,2548.31,1976.5
390.577,2548.28,2548.28,1976.5
390.382,2505.47,2505.47,1976.5
390.187,2529.76,2529.76,1976.5
389.992,2541.1,2541.1,1976.5
389.797,2541.1,2582.02,1976.5
389.602,2513.48,2513.48,1976.5
389.407,2588.8,2588.8,1976.5
389.212,2642.84,2642.84,1976.5
389.018,2626.33,2626.33,1976.5
388.823,2618.7,2618.7,1976.5
388.629,2667.63,2667.63,1976.5
388.434,2708.75,2708.75,1976.5
388.24,2717.08,2717.08,1976.5
388.046,2694.9,2694.9,1976.5
387.852,2692.29,2692.29,1976.5
387.658,2716.7,2716.7,1976.5
387.464,2699.6,2699.6,1976.5
387.271,2727.71,2727.71,1976.5
387.077,2661.62,2661.62,1976.5
386.883,2660.37,2660.37,1976.5
386.69,2656.79,2656.79,1976.5
386.497,2696.07,2696.07,1976.5
386.303,2806.87,2806.87,1976.5
386.11,2788.05,2788.05,1976.5
385.917,2780.88,2780.88,1976.5
385.724,2788.31,2788.31,1976.5
385.531,2768.48,2768.48,1976.5
385.339,2768.48,2781.93,1976.5
385.146,2813.18,2813.18,1976.5
384.953,2773.61,2773.61,1976.5
384.761,2777.26,2777.26,1976.5
384.568,2777.26,2799.24,1976.5
384.376,2803.66,2803.66,1976.5
384.184,2750.08,2750.08,1976.5
383.992,2749.75,2749.75,1976.5
383.8,2765.64,2765.64,1976.5
