temp,current_dist,new_dist,best_dist
422.49,2132.13,2132.13,2113.5
422.278,2147.58,2147.58,2113.5
422.067,2138.62,2138.62,2113.5
421.856,2143.49,2143.49,2113.5
421.645,2189.48,2189.48,2113.5
421.434,2195.79,2195.79,2113.5
421.224,2197.56,2197.56,2113.5
421.013,2212.38,2212.38,2113.5
420.803,2327.93,2327.93,2113.5
420.592,2297.89,2297.89,2113.5
420.382,2287.71,2287.71,2113.5
420.172,2287.71,2440.53,2113.5
419.962,2303.69,2303.69,2113.5
419.752,2330.05,2330.05,2113.5
419.542,2358.09,2358.09,2113.5
419.332,2420.15,2420.15,2113.5
419.122,2530.14,2530.14,2113.5
418.913,2530.14,2563.89,2113.5
418.703,2530.14,2577.24,2113.5
418.494,2530.46,2530.46,2113.5
418.285,2564.74,2564.74,2113.5
418.076,2571.59,2571.59,2113.5
417.867,2573.5,2573.5,2113.5
417.658,2573.5,2596.27,2113.5
417.449,2608.49,2608.49,2113.5
417.24,2620.41,2620.41,2113.5
417.031,2666.49,2666.49,2113.5
416.823,2646.07,2646.07,2113.5
416.614,2641.41,2641.41,2113.5
416.406,2647.6,2647.6,2113.5
416.198,2678.31,2678.31,2113.5
415.99,2678.31,2729.35,2113.5
415.782,2753.73,2753.73,2113.5
415.574,2730.16,2730.16,2113.5
415.366,2738.07,2738.07,2113.5
415.159,2720.9,2720.9,2113.5
414.951,2728.93,2728.93,2113.5
414.743,2720.33,2720.33,2113.5
414.536,2710.99,2710.99,2113.5
414.329,2679.24,2679.24,2113.5
414.122,2684.33,2684.33,2113.5
413.915,2669.13,2669.13,2113.5
413.708,2669.13,2705.46,2113.5
413.501,2688.95,2688.95,2113.5
413.294,2680.07,2680.07,2113.5
413.087,2678.15,2678.15,2113.5
412.881,2736.76,2736.76,2113.5
412.674,2814.95,2814.95,2113.5
412.468,2781.09,2781.09,2113.5
412.262,2775.23,2775.23,2113.5
412.056,2827.55,2827.55,2113.5
411.85,2825.11,2825.11,2113.5
411.644,2727.34,2727.34,2113.5
411.438,2733.75,2733.75,2113.5
411.232,2753.18,2753.18,2113.5
411.027,2755.62,2755.62,2113.5
410.821,2772.93,2772.93,2113.5
410.616,2743.44,2743.44,2113.5
410.41,2745.19,2745.19,2113.5
410.205,2807.03,2807.03,2113.5
410,2785.93,2785.93,2113.5
409.795,2808.33,2808.33,2113.5
409.59,2854.77,2854.77,2113.5
409.385,2845.84,2845.84,2113.5
409.181,2841.89,2841.89,2113.5
