temp,current_dist,new_dist,best_dist,,cooling rate,0.9995
401.228,2004.38,2004.38,2004.38
401.028,2004.38,2071.07,2004.38
400.827,2130.56,2130.56,2004.38
400.627,2193.62,2193.62,2004.38
400.427,2290.82,2290.82,2004.38
400.226,2290.82,2337.74,2004.38
400.026,2317.78,2317.78,2004.38
399.826,2262.7,2262.7,2004.38
399.626,2358.9,2358.9,2004.38
399.426,2376.27,2376.27,2004.38
399.227,2400.61,2400.61,2004.38
399.027,2389.32,2389.32,2004.38
398.828,2369.96,2369.96,2004.38
398.628,2353.76,2353.76,2004.38
398.429,2366.12,2366.12,2004.38
398.23,2403.75,2403.75,2004.38
398.031,2368.66,2368.66,2004.38
397.832,2354.69,2354.69,2004.38
397.633,2336.78,2336.78,2004.38
397.434,2257.43,2257.43,2004.38
397.235,2251.06,2251.06,2004.38
397.036,2254.77,2254.77,2004.38
396.838,2344.32,2344.32,2004.38
396.64,2344.32,2376.8,2004.38
396.441,2329.44,2329.44,2004.38
396.243,2342.38,2342.38,2004.38
396.045,2291.91,2291.91,2004.38
395.847,2311.66,2311.66,2004.38
395.649,2349.75,2349.75,2004.38
395.451,2358.43,2358.43,2004.38
395.253,2340.06,2340.06,2004.38
395.056,2337.6,2337.6,2004.38
394.858,2317.93,2317.93,2004.38
394.661,2358.78,2358.78,2004.38
394.463,2364.12,2364.12,2004.38
394.266,2364.12,2384.58,2004.38
394.069,2397.33,2397.33,2004.38
393.872,2417.55,2417.55,2004.38
393.675,2417.05,2417.05,2004.38
393.478,2477.92,2477.92,2004.38
393.282,2480.63,2480.63,2004.38
393.085,2433.33,2433.33,2004.38
392.888,2433.33,2465.16,2004.38
392.692,2438.59,2438.59,2004.38
392.496,2443.14,2443.14,2004.38
392.299,2410.7,2410.7,2004.38
392.103,2404.02,2404.02,2004.38
391.907,2377.48,2377.48,2004.38
391.711,2409.33,2409.33,2004.38
391.515,2492.46,2492.46,2004.38
391.32,2510.11,2510.11,2004.38
391.124,2420.63,2420.63,2004.38
390.928,2379.98,2379.98,2004.38
390.733,2393.63,2393.63,2004.38
390.538,2353.94,2353.94,2004.38
390.342,2329.08,2329.08,2004.38
390.147,2329.08,2365.1,2004.38
389.952,2357.06,2357.06,2004.38
389.757,2329.33,2329.33,2004.38
389.562,2422.87,2422.87,2004.38
389.367,2444.02,2444.02,2004.38
389.173,2444.02,2470.37,2004.38
388.978,2443.98,2443.98,2004.38
388.784,2479.17,2479.17,2004.38
388.589,2455.8,2455.8,2004.38
388.395,2455.8,2464.84,2004.38
388.201,2466.27,2466.27,2004.38
388.007,2501.75,2501.75,2004.38
387.813,2466.06,2466.06,2004.38
387.619,2478.7,2478.7,2004.38
387.425,2471.47,2471.47,2004.38
387.231,2438.07,2438.07,2004.38
387.038,2446.87,2446.87,2004.38
386.844,2477.01,2477.01,2004.38
386.651,2455.89,2455.89,2004.38
386.457,2483.12,2483.12,2004.38
386.264,2488.75,2488.75,2004.38
386.071,2492.32,2492.32,2004.38
385.878,2481.64,2481.64,2004.38
385.685,2470.01,2470.01,2004.38
385.492,2466.83,2466.83,2004.38
385.299,2496.56,2496.56,2004.38
385.107,2531.9,2531.9,2004.38
384.914,2527.85,2527.85,2004.38
384.722,2456.49,2456.49,2004.38
384.529,2444.82,2444.82,2004.38
384.337,2445.6,2445.6,2004.38
384.145,2445.6,2521.34,2004.38
383.953,2441.4,2441.4,2004.38
383.761,2488.72,2488.72,2004.38
383.569,2487,2487,2004.38
383.377,2460.46,2460.46,2004.38
383.186,2442.34,2442.34,2004.38
382.994,2440.18,2440.18,2004.38
382.802,2434.44,2434.44,2004.38
382.611,2432.29,2432.29,2004.38
382.42,2432.29,2465.16,2004.38
382.229,2501.42,2501.42,2004.38
382.037,2590.07,2590.07,2004.38
381.846,2529.75,2529.75,2004.38
381.655,2506.46,2506.46,2004.38
381.465,2492.78,2492.78,2004.38
381.274,2514.88,2514.88,2004.38
381.083,2470.41,2470.41,2004.38
380.893,2489.87,2489.87,2004.38
380.702,2532.15,2532.15,2004.38
380.512,2524.72,2524.72,2004.38
380.322,2485.28,2485.28,2004.38
380.132,2488.07,2488.07,2004.38
379.941,2488.07,2516.51,2004.38
379.751,2537.61,2537.61,2004.38
379.562,2567.96,2567.96,2004.38
379.372,2523.44,2523.44,2004.38
379.182,2518.62,2518.62,2004.38
378.993,2518.62,2518.62,2004.38
378.803,2541.11,2541.11,2004.38
378.614,2592.56,2592.56,2004.38
378.424,2602.51,2602.51,2004.38
378.235,2642.32,2642.32,2004.38
378.046,2604.34,2604.34,2004.38
377.857,2601.16,2601.16,2004.38
377.668,2588.64,2588.64,2004.38
377.479,2574.01,2574.01,2004.38
377.29,2556.07,2556.07,2004.38
377.102,2546.41,2546.41,2004.38
376.913,2579.57,2579.57,2004.38
376.725,2607.6,2607.6,2004.38
376.536,2603.98,2603.98,2004.38
376.348,2612.61,2612.61,2004.38
376.16,2632.05,2632.05,2004.38
375.972,2602.07,2602.07,2004.38
375.784,2598.78,2598.78,2004.38
375.596,2569.45,2569.45,2004.38
375.408,2555.2,2555.2,2004.38
375.221,2570.63,2570.63,2004.38
375.033,2568.06,2568.06,2004.38
374.845,2559.24,2559.24,2004.38
374.658,2579.1,2579.1,2004.38
374.471,2647.81,2647.81,2004.38
374.283,2590.81,2590.81,2004.38
374.096,2595.17,2595.17,2004.38
373.909,2542.72,2542.72,2004.38
373.722,2540.1,2540.1,2004.38
373.535,2524.96,2524.96,2004.38
373.349,2507.93,2507.93,2004.38
373.162,2504.04,2504.04,2004.38
372.975,2504.04,2523.62,2004.38
372.789,2508.4,2508.4,2004.38
372.603,2487.34,2487.34,2004.38
372.416,2508.16,2508.16,2004.38
372.23,2475.51,2475.51,2004.38
372.044,2464.42,2464.42,2004.38
371.858,2487.99,2487.99,2004.38
371.672,2514.31,2514.31,2004.38
371.486,2514.31,2571.89,2004.38
371.3,2568.96,2568.96,2004.38
371.115,2576.74,2576.74,2004.38
370.929,2576.74,2615.34,2004.38
370.744,2582.35,2582.35,2004.38
370.558,2638.53,2638.53,2004.38
370.373,2656.2,2656.2,2004.38
370.188,2640.51,2640.51,2004.38
370.003,2583.96,2583.96,2004.38
369.818,2565.07,2565.07,2004.38
369.633,2557.34,2557.34,2004.38
369.448,2567.59,2567.59,2004.38
369.263,2630.77,2630.77,2004.38
369.079,2572.29,2572.29,2004.38
368.894,2516.22,2516.22,2004.38
368.71,2512.45,2512.45,2004.38
368.525,2557.41,2557.41,2004.38
368.341,2558.06,2558.06,2004.38
368.157,2552.94,2552.94,2004.38
367.973,2500.68,2500.68,2004.38
367.789,2454.7,2454.7,2004.38
367.605,2430.38,2430.38,2004.38
367.421,2457.36,2457.36,2004.38
367.237,2460.97,2460.97,2004.38
367.054,2409.7,2409.7,2004.38
366.87,2460.97,2460.97,2004.38
366.687,2516.57,2516.57,2004.38
366.504,2500.99,2500.99,2004.38
366.32,2478.75,2478.75,2004.38
366.137,2479.96,2479.96,2004.38
365.954,2441.53,2441.53,2004.38
365.771,2441.39,2441.39,2004.38
365.588,2441.39,2509.08,2004.38
365.405,2497.76,2497.76,2004.38
365.223,2514.61,2514.61,2004.38
365.04,2499.26,2499.26,2004.38
364.858,2490.14,2490.14,2004.38
364.675,2543.93,2543.93,2004.38
364.493,2533.79,2533.79,2004.38
364.311,2472.54,2472.54,2004.38
364.128,2425.93,2425.93,2004.38
363.946,2426.68,2426.68,2004.38
363.764,2407.86,2407.86,2004.38
363.582,2407.86,2430.81,2004.38
363.401,2420.21,2420.21,2004.38
363.219,2415.91,2415.91,2004.38
363.037,2425.55,2425.55,2004.38
362.856,2440.34,2440.34,2004.38
362.674,2437.11,2437.11,2004.38
362.493,2423.63,2423.63,2004.38
362.312,2391.46,2391.46,2004.38
362.131,2366.69,2366.69,2004.38
361.95,2382.52,2382.52,2004.38
361.769,2393.72,2393.72,2004.38
361.588,2360.31,2360.31,2004.38
361.407,2370.93,2370.93,2004.38
361.226,2350.81,2350.81,2004.38
361.046,2389.67,2389.67,2004.38
360.865,2382.61,2382.61,2004.38
360.685,2355.02,2355.02,2004.38
360.504,2332.36,2332.36,2004.38
360.324,2338.53,2338.53,2004.38
360.144,2360.39,2360.39,2004.38
359.964,2361.72,2361.72,2004.38
359.784,2335.08,2335.08,2004.38
359.604,2360.25,2360.25,2004.38
359.424,2441.39,2441.39,2004.38
359.244,2507.22,2507.22,2004.38
359.065,2522.14,2522.14,2004.38
358.885,2485.42,2485.42,2004.38
358.706,2484.09,2484.09,2004.38
358.527,2522.12,2522.12,2004.38
358.347,2543.64,2543.64,2004.38
358.168,2540.01,2540.01,2004.38
357.989,2485.41,2485.41,2004.38
357.81,2411.3,2411.3,2004.38
357.631,2362.16,2362.16,2004.38
357.452,2362.1,2362.1,2004.38
357.274,2321.26,2321.26,2004.38
357.095,2324.02,2324.02,2004.38
356.916,2265.11,2265.11,2004.38
356.738,2273.25,2273.25,2004.38
356.56,2295.28,2295.28,2004.38
356.381,2245.14,2245.14,2004.38
356.203,2233.95,2233.95,2004.38
356.025,2238.9,2238.9,2004.38
355.847,2238.35,2238.35,2004.38
355.669,2274.59,2274.59,2004.38
355.491,2287.04,2287.04,2004.38
355.313,2300.09,2300.09,2004.38
355.136,2382.19,2382.19,2004.38
354.958,2382.19,2501.39,2004.38
354.781,2373.81,2373.81,2004.38
354.603,2449.03,2449.03,2004.38
354.426,2384.46,2384.46,2004.38
354.249,2429.48,2429.48,2004.38
354.072,2426.85,2426.85,2004.38
353.895,2440.95,2440.95,2004.38
353.718,2512.68,2512.68,2004.38
353.541,2468.52,2468.52,2004.38
353.364,2497.15,2497.15,2004.38
353.187,2452.96,2452.96,2004.38
353.011,2443.99,2443.99,2004.38
352.834,2423.29,2423.29,2004.38
352.658,2379.79,2379.79,2004.38
352.482,2319.46,2319.46,2004.38
352.305,2337.99,2337.99,2004.38
352.129,2290.58,2290.58,2004.38
351.953,2276.31,2276.31,2004.38
351.777,2289.67,2289.67,2004.38
351.601,2295.94,2295.94,2004.38
351.425,2367.33,2367.33,2004.38
351.25,2368.5,2368.5,2004.38
351.074,2368.5,2501.6,2004.38
350.899,2368.06,2368.06,2004.38
350.723,2362.91,2362.91,2004.38
350.548,2363.25,2363.25,2004.38
350.373,2410.21,2410.21,2004.38
350.197,2388.93,2388.93,2004.38
350.022,2388.93,2400.39,2004.38
349.847,2456.39,2456.39,2004.38
349.672,2417.18,2417.18,2004.38
349.497,2413.63,2413.63,2004.38
349.323,2383.02,2383.02,2004.38
349.148,2378.06,2378.06,2004.38
348.973,2374.04,2374.04,2004.38
348.799,2403.87,2403.87,2004.38
348.625,2335.73,2335.73,2004.38
348.45,2348.18,2348.18,2004.38
348.276,2348.18,2348.18,2004.38
348.102,2337.16,2337.16,2004.38
347.928,2336.89,2336.89,2004.38
347.754,2304.86,2304.86,2004.38
347.58,2291.24,2291.24,2004.38
347.406,2340.63,2340.63,2004.38
347.233,2315.94,2315.94,2004.38
347.059,2373.87,2373.87,2004.38
346.885,2356.42,2356.42,2004.38
346.712,2271.89,2271.89,2004.38
346.539,2271.89,2343.81,2004.38
346.365,2328.68,2328.68,2004.38
346.192,2347.88,2347.88,2004.38
346.019,2362.95,2362.95,2004.38
345.846,2343.75,2343.75,2004.38
345.673,2344.76,2344.76,2004.38
345.5,2366.73,2366.73,2004.38
345.328,2340.85,2340.85,2004.38
345.155,2340.85,2397.04,2004.38
344.982,2270.44,2270.44,2004.38
344.81,2263.03,2263.03,2004.38
344.637,2408.34,2408.34,2004.38
