temp,current_dist,new_dist,best_dist
359.732,1838.16,1838.16,1799.56
359.552,1841.77,1841.77,1799.56
359.373,1897.32,1897.32,1799.56
359.193,1855.12,1855.12,1799.56
359.013,1861.17,1861.17,1799.56
358.834,1855.12,1855.12,1799.56
358.654,1861.17,1861.17,1799.56
358.475,1900.13,1900.13,1799.56
358.296,1894.08,1894.08,1799.56
358.117,1854.63,1854.63,1799.56
357.938,1854.63,1860.69,1799.56
357.759,1854.63,1894.08,1799.56
357.58,1896.84,1896.84,1799.56
357.401,1841.28,1841.28,1799.56
357.222,1896.84,1896.84,1799.56
357.044,1854.63,1854.63,1799.56
356.865,1799.08,1799.08,1799.08
356.687,1837.68,1837.68,1799.08
356.508,1893.24,1893.24,1799.08
356.33,1854.63,1854.63,1799.08
356.152,1894.08,1894.08,1799.08
355.974,1854.63,1854.63,1799.08
355.796,1854.63,1894.08,1799.08
355.618,1893.24,1893.24,1799.08
355.44,1837.68,1837.68,1799.08
355.263,1875.21,1875.21,1799.08
355.085,1936.82,1936.82,1799.08
354.907,1938.74,1938.74,1799.08
354.73,1936.82,1936.82,1799.08
354.553,1875.21,1875.21,1799.08
354.375,1875.21,1936.82,1799.08
354.198,1878.82,1878.82,1799.08
354.021,1878.82,1934.37,1799.08
353.844,1841.28,1841.28,1799.08
353.667,1880.73,1880.73,1799.08
353.49,1877.13,1877.13,1799.08
353.313,1838.52,1838.52,1799.08
353.137,1838.52,1877.13,1799.08
352.96,1900.13,1900.13,1799.08
352.784,1942.34,1942.34,1799.08
352.607,1880.73,1880.73,1799.08
352.431,1880.73,1936.28,1799.08
352.255,1877.13,1877.13,1799.08
352.079,1837.68,1837.68,1799.08
351.903,1875.21,1875.21,1799.08
351.727,1837.68,1837.68,1799.08
351.551,1893.24,1893.24,1799.08
351.375,1837.68,1837.68,1799.08
351.199,1875.21,1875.21,1799.08
351.024,1878.82,1878.82,1799.08
350.848,1841.28,1841.28,1799.08
350.673,1902.89,1902.89,1799.08
350.498,1942.34,1942.34,1799.08
350.322,1902.89,1902.89,1799.08
350.147,1940.43,1940.43,1799.08
349.972,1898.22,1898.22,1799.08
349.797,1900.13,1900.13,1799.08
349.622,1838.52,1838.52,1799.08
349.447,1799.08,1799.08,1799.08
349.273,1838.52,1838.52,1799.08
349.098,1900.13,1900.13,1799.08
348.923,1838.52,1838.52,1799.08
348.749,1894.08,1894.08,1799.08
348.575,1894.08,1932.68,1799.08
348.4,1900.13,1900.13,1799.08
348.226,1894.08,1894.08,1799.08
348.052,1900.13,1900.13,1799.08
347.878,1894.08,1894.08,1799.08
347.704,1892.16,1892.16,1799.08
347.53,1898.22,1898.22,1799.08
347.356,1900.13,1900.13,1799.08
347.183,1898.22,1898.22,1799.08
347.009,1892.16,1892.16,1799.08
346.836,1930.77,1930.77,1799.08
346.662,1936.82,1936.82,1799.08
346.489,1930.77,1930.77,1799.08
346.316,1932.68,1932.68,1799.08
346.142,1893.24,1893.24,1799.08
345.969,1930.77,1930.77,1799.08
345.796,1893.24,1893.24,1799.08
345.624,1854.63,1854.63,1799.08
345.451,1894.08,1894.08,1799.08
345.278,1936.28,1936.28,1799.08
345.105,1934.37,1934.37,1799.08
344.933,1878.82,1878.82,1799.08
344.76,1875.21,1875.21,1799.08
344.588,1837.68,1837.68,1799.08
344.416,1841.28,1841.28,1799.08
344.243,1878.82,1878.82,1799.08
344.071,1836.61,1836.61,1799.08
343.899,1898.22,1898.22,1799.08
343.727,1836.61,1836.61,1799.08
343.555,1892.16,1892.16,1799.08
343.384,1934.37,1934.37,1799.08
343.212,1936.28,1936.28,1799.08
343.04,1932.68,1932.68,1799.08
342.869,1930.77,1930.77,1799.08
342.697,1893.24,1893.24,1799.08
342.526,1899.29,1899.29,1799.08
342.355,1938.74,1938.74,1799.08
342.184,1900.13,1900.13,1799.08
342.013,1894.08,1894.08,1799.08
341.842,1854.63,1854.63,1799.08
341.671,1892.16,1892.16,1799.08
341.5,1930.77,1930.77,1799.08
341.329,1932.68,1932.68,1799.08
341.158,1877.13,1877.13,1799.08
340.988,1875.21,1875.21,1799.08
340.817,1875.21,1930.77,1799.08
340.647,1837.68,1837.68,1799.08
340.477,1837.68,1875.21,1799.08
340.306,1799.08,1799.08,1799.08
340.136,1860.69,1860.69,1799.08
339.966,1860.69,1898.22,1799.08
339.796,1899.29,1899.29,1799.08
339.626,1837.68,1837.68,1799.08
339.456,1877.13,1877.13,1799.08
339.287,1880.73,1880.73,1799.08
339.117,1878.82,1878.82,1799.08
338.948,1880.73,1880.73,1799.08
338.778,1942.34,1942.34,1799.08
338.609,1900.13,1900.13,1799.08
338.439,1898.22,1898.22,1799.08
338.27,1892.16,1892.16,1799.08
338.101,1836.61,1836.61,1799.08
337.932,1892.16,1892.16,1799.08
337.763,1930.77,1930.77,1799.08
337.594,1892.16,1892.16,1799.08
337.425,1930.77,1930.77,1799.08
337.257,1892.16,1892.16,1799.08
337.088,1898.22,1898.22,1799.08
336.919,1836.61,1836.61,1799.08
336.751,1799.08,1799.08,1799.08
336.583,1860.69,1860.69,1799.08
336.414,1900.13,1900.13,1799.08
336.246,1938.74,1938.74,1799.08
336.078,1936.82,1936.82,1799.08
335.91,1875.21,1875.21,1799.08
335.742,1877.13,1877.13,1799.08
335.574,1837.68,1837.68,1799.08
335.406,1841.28,1841.28,1799.08
335.239,1902.89,1902.89,1799.08
335.071,1841.28,1841.28,1799.08
334.903,1878.82,1878.82,1799.08
334.736,1875.21,1875.21,1799.08
334.569,1877.13,1877.13,1799.08
334.401,1875.21,1875.21,1799.08
334.234,1837.68,1837.68,1799.08
334.067,1877.13,1877.13,1799.08
333.9,1837.68,1837.68,1799.08
333.733,1899.29,1899.29,1799.08
333.566,1893.24,1893.24,1799.08
333.399,1930.77,1930.77,1799.08
333.233,1936.82,1936.82,1799.08
333.066,1899.29,1899.29,1799.08
332.9,1902.89,1902.89,1799.08
332.733,1860.69,1860.69,1799.08
332.567,1854.63,1854.63,1799.08
332.4,1799.08,1799.08,1799.08
332.234,1838.52,1838.52,1799.08
332.068,1880.73,1880.73,1799.08
331.902,1878.82,1878.82,1799.08
331.736,1841.28,1841.28,1799.08
331.57,1878.82,1878.82,1799.08
331.404,1836.61,1836.61,1799.08
331.239,1878.82,1878.82,1799.08
331.073,1940.43,1940.43,1799.08
330.908,1942.34,1942.34,1799.08
330.742,1902.89,1902.89,1799.08
330.577,1896.84,1896.84,1799.08
330.412,1902.89,1902.89,1799.08
330.246,1940.43,1940.43,1799.08
330.081,1942.34,1942.34,1799.08
329.916,1938.74,1938.74,1799.08
329.751,1932.68,1932.68,1799.08
329.586,1938.74,1938.74,1799.08
329.422,1932.68,1932.68,1799.08
329.257,1936.28,1936.28,1799.08
329.092,1896.84,1896.84,1799.08
328.928,1936.28,1936.28,1799.08
328.763,1880.73,1880.73,1799.08
328.599,1936.28,1936.28,1799.08
328.434,1934.37,1934.37,1799.08
328.27,1930.77,1930.77,1799.08
328.106,1892.16,1892.16,1799.08
327.942,1894.08,1894.08,1799.08
327.778,1932.68,1932.68,1799.08
327.614,1938.74,1938.74,1799.08
327.45,1899.29,1899.29,1799.08
327.287,1936.82,1936.82,1799.08
327.123,1898.22,1898.22,1799.08
326.959,1900.13,1900.13,1799.08
326.796,1942.34,1942.34,1799.08
326.633,1902.89,1902.89,1799.08
326.469,1899.29,1899.29,1799.08
326.306,1893.24,1893.24,1799.08
326.143,1896.84,1896.84,1799.08
325.98,1854.63,1854.63,1799.08
325.817,1896.84,1896.84,1799.08
325.654,1841.28,1841.28,1799.08
325.491,1878.82,1878.82,1799.08
325.328,1841.28,1841.28,1799.08
325.166,1878.82,1878.82,1799.08
325.003,1878.82,1934.37,1799.08
324.841,1836.61,1836.61,1799.08
324.678,1878.82,1878.82,1799.08
324.516,1875.21,1875.21,1799.08
324.354,1837.68,1837.68,1799.08
324.191,1837.68,1899.29,1799.08
324.029,1893.24,1893.24,1799.08
323.867,1837.68,1837.68,1799.08
323.705,1799.08,1799.08,1799.08
323.544,1837.68,1837.68,1799.08
323.382,1799.08,1799.08,1799.08
323.22,1837.68,1837.68,1799.08
323.058,1893.24,1893.24,1799.08
322.897,1837.68,1837.68,1799.08
322.735,1877.13,1877.13,1799.08
322.574,1880.73,1880.73,1799.08
322.413,1838.52,1838.52,1799.08
322.252,1838.52,1900.13,1799.08
322.09,1836.61,1836.61,1799.08
321.929,1892.16,1892.16,1799.08
321.768,1898.22,1898.22,1799.08
321.608,1900.13,1900.13,1799.08
321.447,1938.74,1938.74,1799.08
321.286,1936.82,1936.82,1799.08
321.125,1898.22,1898.22,1799.08
320.965,1836.61,1836.61,1799.08
320.804,1836.61,1875.21,1799.08
320.644,1898.22,1898.22,1799.08
320.484,1900.13,1900.13,1799.08
320.323,1838.52,1838.52,1799.08
320.163,1900.13,1900.13,1799.08
320.003,1942.34,1942.34,1799.08
319.843,1902.89,1902.89,1799.08
319.683,1841.28,1841.28,1799.08
319.523,1902.89,1902.89,1799.08
319.364,1902.89,1942.34,1799.08
319.204,1841.28,1841.28,1799.08
319.044,1841.28,1878.82,1799.08
318.885,1902.89,1902.89,1799.08
318.725,1940.43,1940.43,1799.08
318.566,1898.22,1898.22,1799.08
318.407,1900.13,1900.13,1799.08
318.248,1898.22,1898.22,1799.08
318.088,1836.61,1836.61,1799.08
317.929,1838.52,1838.52,1799.08
317.77,1880.73,1880.73,1799.08
317.612,1936.28,1936.28,1799.08
317.453,1894.08,1894.08,1799.08
317.294,1900.13,1900.13,1799.08
317.135,1898.22,1898.22,1799.08
316.977,1940.43,1940.43,1799.08
316.818,1942.34,1942.34,1799.08
316.66,1902.89,1902.89,1799.08
316.502,1899.29,1899.29,1799.08
316.343,1860.69,1860.69,1799.08
316.185,1799.08,1799.08,1799.08
316.027,1837.68,1837.68,1799.08
315.869,1799.08,1799.08,1799.08
315.711,1836.61,1836.61,1799.08
315.553,1875.21,1875.21,1799.08
315.395,1837.68,1837.68,1799.08
315.238,1893.24,1893.24,1799.08
315.08,1854.63,1854.63,1799.08
314.923,1894.08,1894.08,1799.08
314.765,1838.52,1838.52,1799.08
314.608,1894.08,1894.08,1799.08
314.45,1936.28,1936.28,1799.08
314.293,1932.68,1932.68,1799.08
314.136,1893.24,1893.24,1799.08
313.979,1854.63,1854.63,1799.08
313.822,1799.08,1799.08,1799.08
313.665,1836.61,1836.61,1799.08
313.508,1875.21,1875.21,1799.08
313.352,1930.77,1930.77,1799.08
313.195,1934.37,1934.37,1799.08
313.038,1896.84,1896.84,1799.08
312.882,1934.37,1934.37,1799.08
312.725,1936.28,1936.28,1799.08
312.569,1880.73,1880.73,1799.08
312.413,1942.34,1942.34,1799.08
312.256,1902.89,1902.89,1799.08
312.1,1899.29,1899.29,1799.08
311.944,1938.74,1938.74,1799.08
311.788,1932.68,1932.68,1799.08
311.632,1893.24,1893.24,1799.08
311.477,1896.84,1896.84,1799.08
311.321,1854.63,1854.63,1799.08
311.165,1896.84,1896.84,1799.08
311.01,1854.63,1854.63,1799.08
310.854,1894.08,1894.08,1799.08
310.699,1892.16,1892.16,1799.08
310.543,1836.61,1836.61,1799.08
310.388,1799.08,1799.08,1799.08
310.233,1837.68,1837.68,1799.08
310.078,1875.21,1875.21,1799.08
309.923,1878.82,1878.82,1799.08
309.768,1880.73,1880.73,1799.08
309.613,1877.13,1877.13,1799.08
309.458,1938.74,1938.74,1799.08
309.303,1942.34,1942.34,1799.08
309.149,1936.28,1936.28,1799.08
308.994,1894.08,1894.08,1799.08
308.84,1900.13,1900.13,1799.08
308.685,1898.22,1898.22,1799.08
308.531,1936.82,1936.82,1799.08
308.377,1940.43,1940.43,1799.08
308.222,1942.34,1942.34,1799.08
308.068,1940.43,1940.43,1799.08
307.914,1878.82,1878.82,1799.08
307.76,1878.82,1940.43,1799.08
307.606,1934.37,1934.37,1799.08
307.453,1878.82,1878.82,1799.08
