temp,current_dist,new_dist,best_dist
141.423,806.422,806.422,708.53
141.14,871.697,871.697,708.53
140.857,871.697,997.2,708.53
140.576,854.342,854.342,708.53
140.295,839.273,839.273,708.53
140.014,877.267,877.267,708.53
139.734,921.739,921.739,708.53
139.454,895.765,895.765,708.53
139.176,880.709,880.709,708.53
138.897,995.09,995.09,708.53
138.619,989.865,989.865,708.53
138.342,916.966,916.966,708.53
138.065,950.97,950.97,708.53
137.789,968.488,968.488,708.53
137.514,959.11,959.11,708.53
137.239,940.062,940.062,708.53
136.964,874.885,874.885,708.53
136.69,832.102,832.102,708.53
136.417,900.221,900.221,708.53
136.144,907.721,907.721,708.53
135.872,874.087,874.087,708.53
135.6,866.018,866.018,708.53
135.329,871.9,871.9,708.53
135.058,871.9,905.597,708.53
134.788,905.597,905.597,708.53
134.519,902.913,902.913,708.53
134.249,969.241,969.241,708.53
133.981,1028.53,1028.53,708.53
133.713,1030.23,1030.23,708.53
133.446,1019.85,1019.85,708.53
133.179,1018.91,1018.91,708.53
132.912,1054.77,1054.77,708.53
132.647,956.36,956.36,708.53
132.381,987.496,987.496,708.53
132.116,931.862,931.862,708.53
131.852,931.862,977.544,708.53
131.589,941.735,941.735,708.53
131.325,931.862,931.862,708.53
131.063,893.955,893.955,708.53
130.801,874.8,874.8,708.53
130.539,893.955,893.955,708.53
130.278,893.955,946.587,708.53
130.017,896.979,896.979,708.53
129.757,958.59,958.59,708.53
129.498,973.044,973.044,708.53
129.239,965.502,965.502,708.53
128.98,1016.04,1016.04,708.53
128.722,1015.9,1015.9,708.53
128.465,950.428,950.428,708.53
128.208,952.269,952.269,708.53
127.952,927.292,927.292,708.53
127.696,850.684,850.684,708.53
127.44,927.292,927.292,708.53
127.185,927.492,927.492,708.53
126.931,921.807,921.807,708.53
126.677,921.807,955.762,708.53
126.424,921.747,921.747,708.53
126.171,983.794,983.794,708.53
125.919,877.079,877.079,708.53
125.667,873.74,873.74,708.53
125.415,839.312,839.312,708.53
125.165,900.941,900.941,708.53
124.914,900.941,978.663,708.53
124.664,893.276,893.276,708.53
124.415,888.051,888.051,708.53
124.166,883.73,883.73,708.53
123.918,858.856,858.856,708.53
123.67,848.942,848.942,708.53
123.423,885.221,885.221,708.53
123.176,1035.72,1035.72,708.53
122.93,1060.28,1060.28,708.53
122.684,1038.2,1038.2,708.53
122.438,1045.84,1045.84,708.53
122.194,954.343,954.343,708.53
121.949,1046.77,1046.77,708.53
121.705,987.48,987.48,708.53
121.462,986.556,986.556,708.53
121.219,880.146,880.146,708.53
120.976,915.761,915.761,708.53
120.734,919.394,919.394,708.53
120.493,928.188,928.188,708.53
120.252,986.732,986.732,708.53
120.012,986.5,986.5,708.53
119.772,991.468,991.468,708.53
119.532,976.883,976.883,708.53
119.293,902.459,902.459,708.53
119.054,902.459,993.721,708.53
118.816,901.653,901.653,708.53
118.579,905.196,905.196,708.53
118.341,905.196,972.116,708.53
118.105,901.653,901.653,708.53
117.869,880.388,880.388,708.53
117.633,876.926,876.926,708.53
117.398,857.412,857.412,708.53
117.163,866.871,866.871,708.53
116.928,888.455,888.455,708.53
116.695,888.455,909.289,708.53
116.461,885.876,885.876,708.53
116.228,845.062,845.062,708.53
115.996,898.868,898.868,708.53
115.764,898.868,954.673,708.53
115.532,862.772,862.772,708.53
115.301,862.772,925.568,708.53
115.071,926.501,926.501,708.53
114.84,966.057,966.057,708.53
114.611,956.679,956.679,708.53
114.382,970.925,970.925,708.53
114.153,982.502,982.502,708.53
113.924,982.502,1000.13,708.53
113.697,944.712,944.712,708.53
113.469,846.65,846.65,708.53
113.242,846.65,906.504,708.53
113.016,872.54,872.54,708.53
112.79,872.54,882.709,708.53
112.564,855.72,855.72,708.53
112.339,895.566,895.566,708.53
112.114,902.514,902.514,708.53
111.89,889.955,889.955,708.53
111.666,924.769,924.769,708.53
111.443,901.099,901.099,708.53
111.22,901.099,939.256,708.53
110.998,924.502,924.502,708.53
110.776,906.234,906.234,708.53
110.554,883.136,883.136,708.53
110.333,903.356,903.356,708.53
110.112,900.397,900.397,708.53
109.892,899.82,899.82,708.53
109.672,827.919,827.919,708.53
109.453,833.357,833.357,708.53
109.234,833.357,857.033,708.53
109.016,829.406,829.406,708.53
108.798,829.406,853.081,708.53
108.58,908.373,908.373,708.53
108.363,929.249,929.249,708.53
