temp,current_dist,new_dist,best_dist
154.685,781.702,781.702,774.975
154.376,787.42,787.42,774.975
154.067,780.694,780.694,774.975
153.759,780.694,794.499,774.975
153.451,775.455,775.455,774.975
153.144,718.699,718.699,718.699
152.838,723.938,723.938,718.699
152.532,730.665,730.665,718.699
152.227,725.426,725.426,718.699
151.923,731.514,731.514,718.699
151.619,731.514,788.27,718.699
151.316,731.514,782.552,718.699
151.013,724.787,724.787,718.699
150.711,781.543,781.543,718.699
150.41,775.825,775.825,718.699
150.109,781.543,781.543,718.699
149.809,775.825,775.825,718.699
149.509,724.787,724.787,718.699
149.21,731.514,731.514,718.699
148.912,738.592,738.592,718.699
148.614,795.348,795.348,718.699
148.317,789.63,789.63,718.699
148.02,775.825,775.825,718.699
147.724,769.737,769.737,718.699
147.429,775.455,775.455,718.699
147.134,769.737,769.737,718.699
146.839,783.542,783.542,718.699
146.546,732.504,732.504,718.699
146.253,738.592,738.592,718.699
145.96,789.63,789.63,718.699
145.668,795.348,795.348,718.699
145.377,789.63,789.63,718.699
145.086,782.552,782.552,718.699
144.796,775.825,775.825,718.699
144.506,789.63,789.63,718.699
144.217,788.781,788.781,718.699
143.929,789.63,789.63,718.699
143.641,775.825,775.825,718.699
143.354,782.552,782.552,718.699
143.067,781.702,781.702,718.699
142.781,782.552,782.552,718.699
142.495,775.825,775.825,718.699
142.21,724.787,724.787,718.699
141.926,723.938,723.938,718.699
141.642,724.787,724.787,718.699
141.359,775.825,775.825,718.699
141.076,782.552,782.552,718.699
140.794,776.463,776.463,718.699
140.512,781.702,781.702,718.699
140.231,787.42,787.42,718.699
139.951,788.27,788.27,718.699
139.671,781.543,781.543,718.699
139.392,775.455,775.455,718.699
139.113,769.737,769.737,718.699
138.835,774.975,774.975,718.699
138.557,780.694,780.694,718.699
138.28,723.938,723.938,718.699
138.003,737.743,737.743,718.699
137.727,788.781,788.781,718.699
137.452,789.63,789.63,718.699
137.177,795.348,795.348,718.699
136.903,788.27,788.27,718.699
136.629,787.42,787.42,718.699
136.355,780.694,780.694,718.699
136.083,723.938,723.938,718.699
135.811,774.975,774.975,718.699
135.539,775.825,775.825,718.699
135.268,769.737,769.737,718.699
134.997,775.455,775.455,718.699
134.727,780.694,780.694,718.699
134.458,723.938,723.938,718.699
134.189,723.938,774.975,718.699
133.921,730.665,730.665,718.699
133.653,723.938,723.938,718.699
133.385,724.787,724.787,718.699
133.119,731.514,731.514,718.699
132.852,731.514,788.27,718.699
132.587,782.552,782.552,718.699
132.322,776.463,776.463,718.699
132.057,769.737,769.737,718.699
131.793,776.463,776.463,718.699
131.529,725.426,725.426,718.699
131.266,730.665,730.665,718.699
131.004,781.702,781.702,718.699
130.742,776.463,776.463,718.699
130.48,782.182,782.182,718.699
130.219,776.463,776.463,718.699
129.959,782.552,782.552,718.699
129.699,731.514,731.514,718.699
129.439,738.592,738.592,718.699
129.181,795.348,795.348,718.699
128.922,794.499,794.499,718.699
128.664,795.348,795.348,718.699
128.407,794.499,794.499,718.699
128.15,780.694,780.694,718.699
127.894,787.42,787.42,718.699
127.638,780.694,780.694,718.699
127.383,794.499,794.499,718.699
127.128,737.743,737.743,718.699
126.874,723.938,723.938,718.699
126.62,723.938,780.694,718.699
126.367,737.743,737.743,718.699
126.114,737.743,794.499,718.699
125.862,788.781,788.781,718.699
125.61,789.63,789.63,718.699
125.359,738.592,738.592,718.699
125.108,789.63,789.63,718.699
124.858,738.592,738.592,718.699
124.608,724.787,724.787,718.699
124.359,775.825,775.825,718.699
124.11,769.737,769.737,718.699
123.862,718.699,718.699,718.699
123.614,724.787,724.787,718.699
123.367,724.787,738.592,718.699
123.12,723.938,723.938,718.699
122.874,730.665,730.665,718.699
122.628,731.514,731.514,718.699
122.383,730.665,730.665,718.699
122.138,725.426,725.426,718.699
121.894,730.665,730.665,718.699
121.65,730.665,787.42,718.699
