temp,current_dist,new_dist,best_dist
385.373,1992.47,1992.47,1927.83
385.18,2016.08,2016.08,1927.83
384.988,2040.28,2040.28,1927.83
384.795,2078.21,2078.21,1927.83
384.603,2076.3,2076.3,1927.83
384.41,2076.3,2126.39,1927.83
384.218,2097.79,2097.79,1927.83
384.026,2128.37,2128.37,1927.83
383.834,2122.69,2122.69,1927.83
383.642,2164.16,2164.16,1927.83
383.45,2171.53,2171.53,1927.83
383.259,2102.85,2102.85,1927.83
383.067,2144.51,2144.51,1927.83
382.875,2274.24,2274.24,1927.83
382.684,2267.83,2267.83,1927.83
382.493,2275.91,2275.91,1927.83
382.301,2307.08,2307.08,1927.83
382.11,2307.08,2331.51,1927.83
381.919,2311.09,2311.09,1927.83
381.728,2363.54,2363.54,1927.83
381.537,2373.6,2373.6,1927.83
381.347,2382.51,2382.51,1927.83
381.156,2358.27,2358.27,1927.83
380.965,2329.49,2329.49,1927.83
380.775,2311,2311,1927.83
380.584,2312.6,2312.6,1927.83
380.394,2334.36,2334.36,1927.83
380.204,2334.36,2391.48,1927.83
380.014,2331.72,2331.72,1927.83
379.824,2355.06,2355.06,1927.83
379.634,2397.57,2397.57,1927.83
379.444,2397.57,2408.75,1927.83
379.254,2426.98,2426.98,1927.83
379.065,2444.95,2444.95,1927.83
378.875,2485.31,2485.31,1927.83
378.686,2484.59,2484.59,1927.83
378.496,2500.57,2500.57,1927.83
378.307,2497.38,2497.38,1927.83
378.118,2526.93,2526.93,1927.83
377.929,2537.34,2537.34,1927.83
377.74,2508.92,2508.92,1927.83
377.551,2561.77,2561.77,1927.83
377.362,2521.96,2521.96,1927.83
377.174,2504.86,2504.86,1927.83
376.985,2434.79,2434.79,1927.83
376.797,2420.89,2420.89,1927.83
376.608,2427.46,2427.46,1927.83
376.42,2429.68,2429.68,1927.83
376.232,2434.93,2434.93,1927.83
376.044,2516.34,2516.34,1927.83
375.856,2481.03,2481.03,1927.83
375.668,2489.23,2489.23,1927.83
375.48,2471.21,2471.21,1927.83
375.292,2463.52,2463.52,1927.83
375.104,2483.65,2483.65,1927.83
374.917,2488.51,2488.51,1927.83
374.729,2433.09,2433.09,1927.83
374.542,2425.52,2425.52,1927.83
374.355,2420.23,2420.23,1927.83
374.168,2420.23,2568.05,1927.83
373.981,2404.98,2404.98,1927.83
373.794,2404.98,2439.07,1927.83
373.607,2434.28,2434.28,1927.83
373.42,2474.11,2474.11,1927.83
373.233,2474.11,2523.03,1927.83
373.047,2474.11,2534,1927.83
372.86,2435.57,2435.57,1927.83
372.674,2469.34,2469.34,1927.83
372.487,2360.93,2360.93,1927.83
372.301,2327.54,2327.54,1927.83
372.115,2335.37,2335.37,1927.83
371.929,2440.04,2440.04,1927.83
371.743,2506.89,2506.89,1927.83
371.557,2546.44,2546.44,1927.83
371.371,2538.73,2538.73,1927.83
371.185,2538.73,2665.92,1927.83
371,2544.49,2544.49,1927.83
370.814,2547.64,2547.64,1927.83
370.629,2556.58,2556.58,1927.83
370.444,2548.95,2548.95,1927.83
370.258,2490.43,2490.43,1927.83
370.073,2427.74,2427.74,1927.83
369.888,2455.47,2455.47,1927.83
369.703,2479.49,2479.49,1927.83
369.518,2500.22,2500.22,1927.83
369.334,2534.11,2534.11,1927.83
369.149,2510.99,2510.99,1927.83
368.964,2520.28,2520.28,1927.83
368.78,2516.16,2516.16,1927.83
368.596,2510.04,2510.04,1927.83
368.411,2510.5,2510.5,1927.83
368.227,2453.37,2453.37,1927.83
368.043,2511.51,2511.51,1927.83
367.859,2504.29,2504.29,1927.83
367.675,2490.26,2490.26,1927.83
367.491,2434.76,2434.76,1927.83
367.307,2412.02,2412.02,1927.83
367.124,2397.6,2397.6,1927.83
366.94,2442.62,2442.62,1927.83
366.757,2433.56,2433.56,1927.83
366.573,2412.36,2412.36,1927.83
366.39,2382.19,2382.19,1927.83
366.207,2381.33,2381.33,1927.83
366.024,2382.86,2382.86,1927.83
365.841,2347.4,2347.4,1927.83
365.658,2339.71,2339.71,1927.83
365.475,2319.8,2319.8,1927.83
365.292,2378.11,2378.11,1927.83
365.11,2379.85,2379.85,1927.83
364.927,2379.85,2434.84,1927.83
364.745,2383.54,2383.54,1927.83
364.562,2399.98,2399.98,1927.83
364.38,2368.58,2368.58,1927.83
364.198,2377.78,2377.78,1927.83
364.016,2377.78,2416.28,1927.83
363.834,2412.72,2412.72,1927.83
363.652,2424.3,2424.3,1927.83
363.47,2421.52,2421.52,1927.83
363.288,2466.83,2466.83,1927.83
363.107,2469.88,2469.88,1927.83
362.925,2477.88,2477.88,1927.83
362.744,2490.01,2490.01,1927.83
362.562,2497.08,2497.08,1927.83
362.381,2490.44,2490.44,1927.83
362.2,2502.63,2502.63,1927.83
362.019,2483.64,2483.64,1927.83
361.838,2506.42,2506.42,1927.83
361.657,2509.09,2509.09,1927.83
361.476,2483.47,2483.47,1927.83
361.295,2494.45,2494.45,1927.83
361.114,2502.59,2502.59,1927.83
360.934,2447.06,2447.06,1927.83
360.753,2513.47,2513.47,1927.83
360.573,2484.96,2484.96,1927.83
360.393,2463.53,2463.53,1927.83
360.213,2402.82,2402.82,1927.83
360.032,2441.52,2441.52,1927.83
359.852,2469.03,2469.03,1927.83
359.673,2465.91,2465.91,1927.83
359.493,2460.49,2460.49,1927.83
359.313,2445.64,2445.64,1927.83
359.133,2418.22,2418.22,1927.83
358.954,2392.98,2392.98,1927.83
358.774,2389.17,2389.17,1927.83
358.595,2352.29,2352.29,1927.83
358.416,2376.79,2376.79,1927.83
358.236,2365.04,2365.04,1927.83
358.057,2353.28,2353.28,1927.83
357.878,2380.07,2380.07,1927.83
357.699,2433.41,2433.41,1927.83
357.52,2459.54,2459.54,1927.83
357.342,2489.11,2489.11,1927.83
357.163,2485.96,2485.96,1927.83
356.984,2504.62,2504.62,1927.83
356.806,2505.62,2505.62,1927.83
356.628,2622.61,2622.61,1927.83
356.449,2586.7,2586.7,1927.83
356.271,2586.7,2613.61,1927.83
356.093,2560.06,2560.06,1927.83
355.915,2571.04,2571.04,1927.83
