,temp,current_dist,new_dist,best_dist,,Diff,t_0,c_r,n,t_f
1370,0.000628244,1133.81,1181.38,1133.81,DIFF,,,,,
1371,0.000621961,1133.81,1243.56,1133.81,DIFF,,,,,
1372,0.000615742,1133.81,1189.25,1133.81,DIFF,,,,,
1373,0.000609584,1133.81,1171.44,1133.81,DIFF,,,,,
1374,0.000603488,1133.81,1140.7,1133.81,DIFF,,,,,
1375,0.000597453,1133.81,1160.48,1133.81,DIFF,,,,,
1376,0.000591479,1133.81,1163.88,1133.81,DIFF,,,,,
1377,0.000585564,1133.81,1165.9,1133.81,DIFF,,,,,
1378,0.000579709,1133.81,1171.44,1133.81,DIFF,,,,,
1379,0.000573911,1133.81,1180.02,1133.81,DIFF,,,,,
1380,0.000568172,1133.81,1216.21,1133.81,DIFF,,,,,
1381,0.000562491,1133.81,1170.49,1133.81,DIFF,,,,,
1382,0.000556866,1133.81,1171.44,1133.81,DIFF,,,,,
1383,0.000551297,1133.81,1153.81,1133.81,DIFF,,,,,
1384,0.000545784,1133.81,1152.26,1133.81,DIFF,,,,,
1385,0.000540326,1133.81,1216.21,1133.81,DIFF,,,,,
1386,0.000534923,1133.81,1156.79,1133.81,DIFF,,,,,
1387,0.000529574,1133.81,1168.18,1133.81,DIFF,,,,,
1388,0.000524278,1133.81,1146.35,1133.81,DIFF,,,,,
1389,0.000519035,1133.81,1175.6,1133.81,DIFF,,,,,
1390,0.000513845,1133.81,1234.64,1133.81,DIFF,,,,,
1391,0.000508706,1133.81,1195.82,1133.81,DIFF,,,,,
1392,0.000503619,1133.81,1189.71,1133.81,DIFF,,,,,
1393,0.000498583,1133.81,1163.33,1133.81,DIFF,,,,,
1394,0.000493597,1133.81,1164.69,1133.81,DIFF,,,,,
1395,0.000488661,1133.81,1140.65,1133.81,DIFF,,,,,
1396,0.000483775,1133.81,1165.9,1133.81,DIFF,,,,,
1397,0.000478937,1133.81,1163.88,1133.81,DIFF,,,,,
1398,0.000474148,1133.81,1163.79,1133.81,DIFF,,,,,
1399,0.000469406,1133.81,1190.73,1133.81,DIFF,,,,,
1400,0.000464712,1133.81,1234.64,1133.81,DIFF,,,,,
1401,0.000460065,1133.81,1189.79,1133.81,DIFF,,,,,
1402,0.000455464,1133.81,1158.18,1133.81,DIFF,,,,,
1403,0.00045091,1133.81,1166.7,1133.81,DIFF,,,,,
1404,0.000446401,1133.81,1169.05,1133.81,DIFF,,,,,
1405,0.000441937,1133.81,1158.18,1133.81,DIFF,,,,,
1406,0.000437517,1133.81,1218.6,1133.81,DIFF,,,,,
1407,0.000433142,1133.81,1208.58,1133.81,DIFF,,,,,
1408,0.000428811,1133.81,1149.16,1133.81,DIFF,,,,,
1409,0.000424523,1133.81,1169.31,1133.81,DIFF,,,,,
1410,0.000420277,1133.81,1229.94,1133.81,DIFF,,,,,
1411,0.000416075,1133.81,1140.7,1133.81,DIFF,,,,,
1412,0.000411914,1133.81,1189.71,1133.81,DIFF,,,,,
1413,0.000407795,1133.81,1152.26,1133.81,DIFF,,,,,
1414,0.000403717,1133.81,1153.74,1133.81,DIFF,,,,,
1415,0.00039968,1133.81,1153.74,1133.81,DIFF,,,,,
1416,0.000395683,1133.81,1154.79,1133.81,DIFF,,,,,
1417,0.000391726,1133.81,1179.93,1133.81,DIFF,,,,,
1418,0.000387809,1133.81,1190.73,1133.81,DIFF,,,,,
1419,0.000383931,1133.81,1156.48,1133.81,DIFF,,,,,
1420,0.000380091,1133.81,1140.39,1133.81,DIFF,,,,,
1421,0.00037629,1133.81,1153.81,1133.81,DIFF,,,,,
1422,0.000372527,1133.81,1180.45,1133.81,DIFF,,,,,
1423,0.000368802,1133.81,1152.51,1133.81,DIFF,,,,,
1424,0.000365114,1133.81,1153.74,1133.81,DIFF,,,,,
1425,0.000361463,1133.81,1170.49,1133.81,DIFF,,,,,
1426,0.000357848,1133.81,1152.26,1133.81,DIFF,,,,,
1427,0.00035427,1133.81,1189.79,1133.81,DIFF,,,,,
1428,0.000350727,1133.81,1152.26,1133.81,DIFF,,,,,
1429,0.00034722,1133.81,1189.25,1133.81,DIFF,,,,,
1430,0.000343748,1133.81,1195.82,1133.81,DIFF,,,,,
1431,0.00034031,1133.81,1195.12,1133.81,DIFF,,,,,
1432,0.000336907,1133.81,1185.78,1133.81,DIFF,,,,,
1433,0.000333538,1133.81,1243.56,1133.81,DIFF,,,,,
1434,0.000330203,1133.81,1174.47,1133.81,DIFF,,,,,
1435,0.000326901,1133.81,1149.01,1133.81,DIFF,,,,,
1436,0.000323632,1133.81,1168.61,1133.81,DIFF,,,,,
1437,0.000320395,1133.81,1195.82,1133.81,DIFF,,,,,
1438,0.000317191,1133.81,1174.47,1133.81,DIFF,,,,,
1439,0.000314019,1133.81,1260.06,1133.81,DIFF,,,,,
1440,0.000310879,1133.81,1189.25,1133.81,DIFF,,,,,
1441,0.00030777,1133.81,1234.91,1133.81,DIFF,,,,,
1442,0.000304693,1133.81,1171.26,1133.81,DIFF,,,,,
1443,0.000301646,1133.81,1153.74,1133.81,DIFF,,,,,
1444,0.000298629,1133.81,1154.79,1133.81,DIFF,,,,,
1445,0.000295643,1133.81,1147.11,1133.81,DIFF,,,,,
1446,0.000292687,1133.81,1156.48,1133.81,DIFF,,,,,
1447,0.00028976,1133.81,1153.74,1133.81,DIFF,,,,,
1448,0.000286862,1133.81,1180.36,1133.81,DIFF,,,,,
1449,0.000283994,1133.81,1180.27,1133.81,DIFF,,,,,
1450,0.000281154,1133.81,1164.69,1133.81,DIFF,,,,,
1451,0.000278342,1133.81,1160.42,1133.81,DIFF,,,,,
1452,0.000275559,1133.81,1208.58,1133.81,DIFF,,,,,
1453,0.000272803,1133.81,1158.18,1133.81,DIFF,,,,,
1454,0.000270075,1133.81,1153.81,1133.81,DIFF,,,,,
1455,0.000267374,1133.81,1164.69,1133.81,DIFF,,,,,
1456,0.000264701,1133.81,1184.85,1133.81,DIFF,,,,,
1457,0.000262054,1133.81,1234.88,1133.81,DIFF,,,,,
1458,0.000259433,1133.81,1154.79,1133.81,DIFF,,,,,
1459,0.000256839,1133.81,1234.67,1133.81,DIFF,,,,,
1460,0.00025427,1133.81,1136.78,1133.81,DIFF,,,,,
1461,0.000251728,1133.81,1164.69,1133.81,DIFF,,,,,
1462,0.00024921,1133.81,1153.81,1133.81,DIFF,,,,,
1463,0.000246718,1133.81,1170.83,1133.81,DIFF,,,,,
1464,0.000244251,1133.81,1174.7,1133.81,DIFF,,,,,
1465,0.000241809,1133.81,1234.67,1133.81,DIFF,,,,,
1466,0.00023939,1133.81,1170.49,1133.81,DIFF,,,,,
1467,0.000236997,1133.81,1185.78,1133.81,DIFF,,,,,
1468,0.000234627,1133.81,1140.83,1133.81,DIFF,,,,,
1469,0.00023228,1133.81,1215.65,1133.81,DIFF,,,,,
1470,0.000229958,1133.81,1149.16,1133.81,DIFF,,,,,
1471,0.000227658,1133.81,1195.12,1133.81,DIFF,,,,,
1472,0.000225381,1133.81,1176.15,1133.81,DIFF,,,,,
1473,0.000223128,1133.81,1180.45,1133.81,DIFF,,,,,
1474,0.000220896,1133.81,1168.22,1133.81,DIFF,,,,,
1475,0.000218687,1133.81,1176.11,1133.81,DIFF,,,,,
1476,0.0002165,1133.81,1180.36,1133.81,DIFF,,,,,
1477,0.000214335,1133.81,1234.83,1133.81,DIFF,,,,,
1478,0.000212192,1133.81,1161.87,1133.81,DIFF,,,,,
1479,0.00021007,1133.81,1180.45,1133.81,DIFF,,,,,
1480,0.000207969,1133.81,1234.83,1133.81,DIFF,,,,,
1481,0.00020589,1133.81,1180.36,1133.81,DIFF,,,,,
1482,0.000203831,1133.81,1229.94,1133.81,DIFF,,,,,
1483,0.000201793,1133.81,1180.27,1133.81,DIFF,,,,,
1484,0.000199775,1133.81,1153.81,1133.81,DIFF,,,,,
1485,0.000197777,1133.81,1163.88,1133.81,DIFF,,,,,
1486,0.000195799,1133.81,1168.22,1133.81,DIFF,,,,,
1487,0.000193841,1133.81,1167.28,1133.81,DIFF,,,,,
1488,0.000191903,1133.81,1171.26,1133.81,DIFF,,,,,
1489,0.000189984,1133.81,1171.44,1133.81,DIFF,,,,,
1490,0.000188084,1133.81,1218.6,1133.81,DIFF,,,,,
1491,0.000186203,1133.81,1180.02,1133.81,DIFF,,,,,
1492,0.000184341,1133.81,1180.36,1133.81,DIFF,,,,,
1493,0.000182498,1133.81,1151.65,1133.81,DIFF,,,,,
1494,0.000180673,1133.81,1235.86,1133.81,DIFF,,,,,
1495,0.000178866,1133.81,1243.54,1133.81,DIFF,,,,,
1496,0.000177077,1133.81,1140.83,1133.81,DIFF,,,,,
1497,0.000175306,1133.81,1142.95,1133.81,DIFF,,,,,
1498,0.000173553,1133.81,1181.38,1133.81,DIFF,,,,,
1499,0.000171818,1133.81,1185.78,1133.81,DIFF,,,,,
1500,0.0001701,1133.81,1140.65,1133.81,DIFF,,,,,
1501,0.000168399,1133.81,1154.91,1133.81,DIFF,,,,,
1502,0.000166715,1133.81,1142.95,1133.81,DIFF,,,,,
1503,0.000165048,1133.81,1136.78,1133.81,DIFF,,,,,
1504,0.000163397,1133.81,1229.94,1133.81,DIFF,,,,,
1505,0.000161763,1133.81,1160.47,1133.81,DIFF,,,,,
1506,0.000160145,1133.81,1167.28,1133.81,DIFF,,,,,
1507,0.000158544,1133.81,1154.79,1133.81,DIFF,,,,,
1508,0.000156959,1133.81,1260.06,1133.81,DIFF,,,,,
1509,0.000155389,1133.81,1149.01,1133.81,DIFF,,,,,
1510,0.000153835,1133.81,1168.61,1133.81,DIFF,,,,,
1511,0.000152297,1133.81,1136.78,1133.81,DIFF,,,,,
1512,0.000150774,1133.81,1156.48,1133.81,DIFF,,,,,
1513,0.000149266,1133.81,1208.58,1133.81,DIFF,,,,,
1514,0.000147773,1133.81,1165.9,1133.81,DIFF,,,,,
1515,0.000146296,1133.81,1169.31,1133.81,DIFF,,,,,
1516,0.000144833,1133.81,1140.65,1133.81,DIFF,,,,,
1517,0.000143384,1133.81,1234.67,1133.81,DIFF,,,,,
1518,0.000141951,1133.81,1168.18,1133.81,DIFF,,,,,
1519,0.000140531,1133.81,1156.48,1133.81,DIFF,,,,,
1520,0.000139126,1133.81,1218.6,1133.81,DIFF,,,,,
1521,0.000137734,1133.81,1185.78,1133.81,DIFF,,,,,
1522,0.000136357,1133.81,1179.93,1133.81,DIFF,,,,,
1523,0.000134994,1133.81,1143.15,1133.81,DIFF,,,,,
1524,0.000133644,1133.81,1155.18,1133.81,DIFF,,,,,
1525,0.000132307,1133.81,1249.74,1133.81,DIFF,,,,,
1526,0.000130984,1133.81,1163.88,1133.81,DIFF,,,,,
1527,0.000129674,1133.81,1170.49,1133.81,DIFF,,,,,
1528,0.000128377,1133.81,1165.9,1133.81,DIFF,,,,,
1529,0.000127094,1133.81,1159.44,1133.81,DIFF,,,,,
1530,0.000125823,1133.81,1180.36,1133.81,DIFF,,,,,
1531,0.000124565,1133.81,1167.28,1133.81,DIFF,,,,,
1532,0.000123319,1133.81,1136.6,1133.81,DIFF,,,,,
1533,0.000122086,1133.81,1152.51,1133.81,DIFF,,,,,
1534,0.000120865,1133.81,1235.86,1133.81,DIFF,,,,,
1535,0.000119656,1133.81,1146.35,1133.81,DIFF,,,,,
1536,0.00011846,1133.81,1234.91,1133.81,DIFF,,,,,
1537,0.000117275,1133.81,1238.76,1133.81,DIFF,,,,,
1538,0.000116102,1133.81,1140.83,1133.81,DIFF,,,,,
1539,0.000114941,1133.81,1168.61,1133.81,DIFF,,,,,
1540,0.000113792,1133.81,1235.86,1133.81,DIFF,,,,,
1541,0.000112654,1133.81,1176.11,1133.81,DIFF,,,,,
1542,0.000111527,1133.81,1151.65,1133.81,DIFF,,,,,
1543,0.000110412,1133.81,1171.26,1133.81,DIFF,,,,,
1544,0.000109308,1133.81,1153.74,1133.81,DIFF,,,,,
1545,0.000108215,1133.81,1140.7,1133.81,DIFF,,,,,
1546,0.000107133,1133.81,1155.63,1133.81,DIFF,,,,,
1547,0.000106061,1133.81,1149.01,1133.81,DIFF,,,,,
1548,0.000105001,1133.81,1234.64,1133.81,DIFF,,,,,
1549,0.000103951,1133.81,1166.7,1133.81,DIFF,,,,,
1550,0.000102911,1133.81,1162.84,1133.81,DIFF,,,,,
1551,0.000101882,1133.81,1180.27,1133.81,DIFF,,,,,
1552,0.000100863,1133.81,1155.96,1133.81,DIFF,,,,,
1553,9.99E-05,1133.81,1160.42,1133.81,DIFF,,,,,
1554,9.89E-05,1133.81,1171.26,1133.81,DIFF,,,,,
1555,9.79E-05,1133.81,1189.25,1133.81,DIFF,,,,,
1556,9.69E-05,1133.81,1243.56,1133.81,DIFF,,,,,
1557,9.59E-05,1133.81,1151.65,1133.81,DIFF,,,,,
1558,9.50E-05,1133.81,1147.11,1133.81,DIFF,,,,,
1559,9.40E-05,1133.81,1165.5,1133.81,DIFF,,,,,
1560,9.31E-05,1133.81,1181.38,1133.81,DIFF,,,,,
1561,9.21E-05,1133.81,1163.88,1133.81,DIFF,,,,,
1562,9.12E-05,1133.81,1202.38,1133.81,DIFF,,,,,
1563,9.03E-05,1133.81,1180.6,1133.81,DIFF,,,,,
1564,8.94E-05,1133.81,1178,1133.81,DIFF,,,,,
1565,8.85E-05,1133.81,1234.88,1133.81,DIFF,,,,,
1566,8.76E-05,1133.81,1161.87,1133.81,DIFF,,,,,
1567,8.67E-05,1133.81,1151.65,1133.81,DIFF,,,,,
1568,8.59E-05,1133.81,1155.63,1133.81,DIFF,,,,,
1569,8.50E-05,1133.81,1180.02,1133.81,DIFF,,,,,
1570,8.42E-05,1133.81,1181.38,1133.81,DIFF,,,,,
1571,8.33E-05,1133.81,1153.74,1133.81,DIFF,,,,,
1572,8.25E-05,1133.81,1164.69,1133.81,DIFF,,,,,
1573,8.17E-05,1133.81,1142.95,1133.81,DIFF,,,,,
1574,8.09E-05,1133.81,1140.83,1133.81,DIFF,,,,,
1575,8.00E-05,1133.81,1234.64,1133.81,DIFF,,,,,
1576,7.92E-05,1133.81,1249.74,1133.81,DIFF,,,,,
1577,7.85E-05,1133.81,1189.71,1133.81,DIFF,,,,,
1578,7.77E-05,1133.81,1169.05,1133.81,DIFF,,,,,
1579,7.69E-05,1133.81,1178,1133.81,DIFF,,,,,
1580,7.61E-05,1133.81,1227.42,1133.81,DIFF,,,,,
1581,7.54E-05,1133.81,1190.73,1133.81,DIFF,,,,,
1582,7.46E-05,1133.81,1180.02,1133.81,DIFF,,,,,
1583,7.39E-05,1133.81,1151.65,1133.81,DIFF,,,,,
1584,7.31E-05,1133.81,1155.63,1133.81,DIFF,,,,,
1585,7.24E-05,1133.81,1189.25,1133.81,DIFF,,,,,
1586,7.17E-05,1133.81,1227.42,1133.81,DIFF,,,,,
1587,7.10E-05,1133.81,1180.6,1133.81,DIFF,,,,,
1588,7.02E-05,1133.81,1173.45,1133.81,DIFF,,,,,
1589,6.95E-05,1133.81,1174.7,1133.81,DIFF,,,,,
1590,6.88E-05,1133.81,1158.18,1133.81,DIFF,,,,,
1591,6.82E-05,1133.81,1234.64,1133.81,DIFF,,,,,
1592,6.75E-05,1133.81,1143.15,1133.81,DIFF,,,,,
1593,6.68E-05,1133.81,1260.06,1133.81,DIFF,,,,,
1594,6.61E-05,1133.81,1154.79,1133.81,DIFF,,,,,
1595,6.55E-05,1133.81,1176.11,1133.81,DIFF,,,,,
1596,6.48E-05,1133.81,1153.86,1133.81,DIFF,,,,,
1597,6.42E-05,1133.81,1234.64,1133.81,DIFF,,,,,
1598,6.35E-05,1133.81,1140.39,1133.81,DIFF,,,,,
1599,6.29E-05,1133.81,1162.84,1133.81,DIFF,,,,,
1600,6.23E-05,1133.81,1160.42,1133.81,DIFF,,,,,
1601,6.16E-05,1133.81,1171.26,1133.81,DIFF,,,,,
1602,6.10E-05,1133.81,1165.9,1133.81,DIFF,,,,,
1603,6.04E-05,1133.81,1156.48,1133.81,DIFF,,,,,
1604,5.98E-05,1133.81,1152.26,1133.81,DIFF,,,,,
1605,5.92E-05,1133.81,1238.76,1133.81,DIFF,,,,,
1606,5.86E-05,1133.81,1136.78,1133.81,DIFF,,,,,
1607,5.80E-05,1133.81,1163.88,1133.81,DIFF,,,,,
1608,5.75E-05,1133.81,1234.83,1133.81,DIFF,,,,,
1609,5.69E-05,1133.81,1159.44,1133.81,DIFF,,,,,
1610,5.63E-05,1133.81,1234.91,1133.81,DIFF,,,,,
1611,5.57E-05,1133.81,1160.47,1133.81,DIFF,,,,,
1612,5.52E-05,1133.81,1202.38,1133.81,DIFF,,,,,
1613,5.46E-05,1133.81,1151.65,1133.81,DIFF,,,,,
1614,5.41E-05,1133.81,1166.7,1133.81,DIFF,,,,,
1615,5.35E-05,1133.81,1154.79,1133.81,DIFF,,,,,
1616,5.30E-05,1133.81,1154.91,1133.81,DIFF,,,,,
1617,5.25E-05,1133.81,1154.93,1133.81,DIFF,,,,,
1618,5.20E-05,1133.81,1175.6,1133.81,DIFF,,,,,
1619,5.14E-05,1133.81,1152.26,1133.81,DIFF,,,,,
1620,5.09E-05,1133.81,1149.01,1133.81,DIFF,,,,,
1621,5.04E-05,1133.81,1167.28,1133.81,DIFF,,,,,
1622,4.99E-05,1133.81,1153.74,1133.81,DIFF,,,,,
1623,4.94E-05,1133.81,1173.45,1133.81,DIFF,,,,,
1624,4.89E-05,1133.81,1180.02,1133.81,DIFF,,,,,
1625,4.84E-05,1133.81,1180.27,1133.81,DIFF,,,,,
1626,4.79E-05,1133.81,1161.87,1133.81,DIFF,,,,,
1627,4.75E-05,1133.81,1163.79,1133.81,DIFF,,,,,
1628,4.70E-05,1133.81,1160.47,1133.81,DIFF,,,,,
1629,4.65E-05,1133.81,1189.71,1133.81,DIFF,,,,,
1630,4.61E-05,1133.81,1168.18,1133.81,DIFF,,,,,
1631,4.56E-05,1133.81,1167.28,1133.81,DIFF,,,,,
1632,4.51E-05,1133.81,1154.93,1133.81,DIFF,,,,,
1633,4.47E-05,1133.81,1208.58,1133.81,DIFF,,,,,
1634,4.42E-05,1133.81,1260.06,1133.81,DIFF,,,,,
1635,4.38E-05,1133.81,1140.83,1133.81,DIFF,,,,,
1636,4.34E-05,1133.81,1163.88,1133.81,DIFF,,,,,
1637,4.29E-05,1133.81,1171.44,1133.81,DIFF,,,,,
1638,4.25E-05,1133.81,1154.91,1133.81,DIFF,,,,,
1639,4.21E-05,1133.81,1171.26,1133.81,DIFF,,,,,
1640,4.17E-05,1133.81,1184.85,1133.81,DIFF,,,,,
1641,4.12E-05,1133.81,1218.6,1133.81,DIFF,,,,,
1642,4.08E-05,1133.81,1195.12,1133.81,DIFF,,,,,
1643,4.04E-05,1133.81,1155.96,1133.81,DIFF,,,,,
1644,4.00E-05,1133.81,1166.83,1133.81,DIFF,,,,,
1645,3.96E-05,1133.81,1163.88,1133.81,DIFF,,,,,
1646,3.92E-05,1133.81,1243.54,1133.81,DIFF,,,,,
1647,3.88E-05,1133.81,1195.12,1133.81,DIFF,,,,,
1648,3.84E-05,1133.81,1153.74,1133.81,DIFF,,,,,
1649,3.80E-05,1133.81,1149.01,1133.81,DIFF,,,,,
1650,3.77E-05,1133.81,1184.85,1133.81,DIFF,,,,,
1651,3.73E-05,1133.81,1229.94,1133.81,DIFF,,,,,
1652,3.69E-05,1133.81,1140.83,1133.81,DIFF,,,,,
1653,3.66E-05,1133.81,1156.48,1133.81,DIFF,,,,,
1654,3.62E-05,1133.81,1140.7,1133.81,DIFF,,,,,
1655,3.58E-05,1133.81,1195.82,1133.81,DIFF,,,,,
1656,3.55E-05,1133.81,1179.93,1133.81,DIFF,,,,,
1657,3.51E-05,1133.81,1260.06,1133.81,DIFF,,,,,
1658,3.48E-05,1133.81,1153.81,1133.81,DIFF,,,,,
1659,3.44E-05,1133.81,1142.95,1133.81,DIFF,,,,,
1660,3.41E-05,1133.81,1218.6,1133.81,DIFF,,,,,
1661,3.37E-05,1133.81,1234.67,1133.81,DIFF,,,,,
1662,3.34E-05,1133.81,1163.33,1133.81,DIFF,,,,,
1663,3.31E-05,1133.81,1155.18,1133.81,DIFF,,,,,
1664,3.27E-05,1133.81,1159.44,1133.81,DIFF,,,,,
1665,3.24E-05,1133.81,1234.67,1133.81,DIFF,,,,,
1666,3.21E-05,1133.81,1152.51,1133.81,DIFF,,,,,
1667,3.18E-05,1133.81,1260.06,1133.81,DIFF,,,,,
1668,3.14E-05,1133.81,1227.42,1133.81,DIFF,,,,,
1669,3.11E-05,1133.81,1171.44,1133.81,DIFF,,,,,
1670,3.08E-05,1133.81,1208.58,1133.81,DIFF,,,,,
1671,3.05E-05,1133.81,1180.36,1133.81,DIFF,,,,,
1672,3.02E-05,1133.81,1140.39,1133.81,DIFF,,,,,
1673,2.99E-05,1133.81,1165.5,1133.81,DIFF,,,,,
1674,2.96E-05,1133.81,1154.91,1133.81,DIFF,,,,,
1675,2.93E-05,1133.81,1151.65,1133.81,DIFF,,,,,
1676,2.90E-05,1133.81,1260.06,1133.81,DIFF,,,,,
1677,2.87E-05,1133.81,1153.81,1133.81,DIFF,,,,,
1678,2.84E-05,1133.81,1179.93,1133.81,DIFF,,,,,
1679,2.81E-05,1133.81,1163.79,1133.81,DIFF,,,,,
1680,2.79E-05,1133.81,1138.5,1133.81,DIFF,,,,,
1681,2.76E-05,1133.81,1234.64,1133.81,DIFF,,,,,
1682,2.73E-05,1133.81,1136.6,1133.81,DIFF,,,,,
1683,2.70E-05,1133.81,1149.01,1133.81,DIFF,,,,,
1684,2.68E-05,1133.81,1249.74,1133.81,DIFF,,,,,
1685,2.65E-05,1133.81,1152.51,1133.81,DIFF,,,,,
1686,2.62E-05,1133.81,1153.81,1133.81,DIFF,,,,,
1687,2.60E-05,1133.81,1179.93,1133.81,DIFF,,,,,
1688,2.57E-05,1133.81,1160.48,1133.81,DIFF,,,,,
1689,2.55E-05,1133.81,1153.74,1133.81,DIFF,,,,,
1690,2.52E-05,1133.81,1153.86,1133.81,DIFF,,,,,
1691,2.49E-05,1133.81,1218.6,1133.81,DIFF,,,,,
1692,2.47E-05,1133.81,1195.12,1133.81,DIFF,,,,,
1693,2.45E-05,1133.81,1168.18,1133.81,DIFF,,,,,
1694,2.42E-05,1133.81,1157.09,1133.81,DIFF,,,,,
1695,2.40E-05,1133.81,1167.28,1133.81,DIFF,,,,,
1696,2.37E-05,1133.81,1149.01,1133.81,DIFF,,,,,
1697,2.35E-05,1133.81,1168.22,1133.81,DIFF,,,,,
1698,2.33E-05,1133.81,1189.79,1133.81,DIFF,,,,,
1699,2.30E-05,1133.81,1142.95,1133.81,DIFF,,,,,
1700,2.28E-05,1133.81,1136.78,1133.81,DIFF,,,,,
1701,2.26E-05,1133.81,1165.9,1133.81,DIFF,,,,,
1702,2.23E-05,1133.81,1169.31,1133.81,DIFF,,,,,
1703,2.21E-05,1133.81,1163.79,1133.81,DIFF,,,,,
1704,2.19E-05,1133.81,1178,1133.81,DIFF,,,,,
1705,2.17E-05,1133.81,1168.22,1133.81,DIFF,,,,,
1706,2.15E-05,1133.81,1208.58,1133.81,DIFF,,,,,
1707,2.12E-05,1133.81,1215.65,1133.81,DIFF,,,,,
1708,2.10E-05,1133.81,1136.6,1133.81,DIFF,,,,,
1709,2.08E-05,1133.81,1164.69,1133.81,DIFF,,,,,
1710,2.06E-05,1133.81,1162.84,1133.81,DIFF,,,,,
1711,2.04E-05,1133.81,1138.5,1133.81,DIFF,,,,,
1712,2.02E-05,1133.81,1168.61,1133.81,DIFF,,,,,
1713,2.00E-05,1133.81,1154.79,1133.81,DIFF,,,,,
1714,1.98E-05,1133.81,1142.95,1133.81,DIFF,,,,,
1715,1.96E-05,1133.81,1155.18,1133.81,DIFF,,,,,
1716,1.94E-05,1133.81,1235.86,1133.81,DIFF,,,,,
1717,1.92E-05,1133.81,1153.74,1133.81,DIFF,,,,,
1718,1.90E-05,1133.81,1180.6,1133.81,DIFF,,,,,
1719,1.88E-05,1133.81,1208.58,1133.81,DIFF,,,,,
1720,1.86E-05,1133.81,1171.26,1133.81,DIFF,,,,,
1721,1.85E-05,1133.81,1163.88,1133.81,DIFF,,,,,
1722,1.83E-05,1133.81,1154.91,1133.81,DIFF,,,,,
1723,1.81E-05,1133.81,1140.83,1133.81,DIFF,,,,,
1724,1.79E-05,1133.81,1180.6,1133.81,DIFF,,,,,
1725,1.77E-05,1133.81,1149.01,1133.81,DIFF,,,,,
1726,1.75E-05,1133.81,1164.69,1133.81,DIFF,,,,,
1727,1.74E-05,1133.81,1160.48,1133.81,DIFF,,,,,
1728,1.72E-05,1133.81,1234.83,1133.81,DIFF,,,,,
1729,1.70E-05,1133.81,1155.63,1133.81,DIFF,,,,,
1730,1.69E-05,1133.81,1195.82,1133.81,DIFF,,,,,
1731,1.67E-05,1133.81,1160.42,1133.81,DIFF,,,,,
1732,1.65E-05,1133.81,1180.01,1133.81,DIFF,,,,,
1733,1.64E-05,1133.81,1179.93,1133.81,DIFF,,,,,
1734,1.62E-05,1133.81,1180.27,1133.81,DIFF,,,,,
1735,1.60E-05,1133.81,1166.83,1133.81,DIFF,,,,,
1736,1.59E-05,1133.81,1234.83,1133.81,DIFF,,,,,
1737,1.57E-05,1133.81,1195.12,1133.81,DIFF,,,,,
1738,1.56E-05,1133.81,1165.5,1133.81,DIFF,,,,,
1739,1.54E-05,1133.81,1181.08,1133.81,DIFF,,,,,
1740,1.52E-05,1133.81,1234.88,1133.81,DIFF,,,,,
1741,1.51E-05,1133.81,1235.86,1133.81,DIFF,,,,,
1742,1.49E-05,1133.81,1189.79,1133.81,DIFF,,,,,
1743,1.48E-05,1133.81,1243.54,1133.81,DIFF,,,,,
1744,1.46E-05,1133.81,1215.65,1133.81,DIFF,,,,,
1745,1.45E-05,1133.81,1216.21,1133.81,DIFF,,,,,
1746,1.44E-05,1133.81,1184.85,1133.81,DIFF,,,,,
1747,1.42E-05,1133.81,1156.79,1133.81,DIFF,,,,,
1748,1.41E-05,1133.81,1168.18,1133.81,DIFF,,,,,
1749,1.39E-05,1133.81,1168.61,1133.81,DIFF,,,,,
1750,1.38E-05,1133.81,1227.42,1133.81,DIFF,,,,,
1751,1.37E-05,1133.81,1174.7,1133.81,DIFF,,,,,
1752,1.35E-05,1133.81,1171.44,1133.81,DIFF,,,,,
1753,1.34E-05,1133.81,1260.06,1133.81,DIFF,,,,,
1754,1.32E-05,1133.81,1156.79,1133.81,DIFF,,,,,
1755,1.31E-05,1133.81,1138.5,1133.81,DIFF,,,,,
1756,1.30E-05,1133.81,1170.49,1133.81,DIFF,,,,,
1757,1.29E-05,1133.81,1249.74,1133.81,DIFF,,,,,
1758,1.27E-05,1133.81,1136.78,1133.81,DIFF,,,,,
1759,1.26E-05,1133.81,1234.88,1133.81,DIFF,,,,,
1760,1.25E-05,1133.81,1235.86,1133.81,DIFF,,,,,
1761,1.23E-05,1133.81,1154.79,1133.81,DIFF,,,,,
1762,1.22E-05,1133.81,1216.21,1133.81,DIFF,,,,,
1763,1.21E-05,1133.81,1238.76,1133.81,DIFF,,,,,
1764,1.20E-05,1133.81,1140.7,1133.81,DIFF,,,,,
1765,1.19E-05,1133.81,1152.51,1133.81,DIFF,,,,,
1766,1.17E-05,1133.81,1168.22,1133.81,DIFF,,,,,
1767,1.16E-05,1133.81,1142.95,1133.81,DIFF,,,,,
1768,1.15E-05,1133.81,1136.78,1133.81,DIFF,,,,,
1769,1.14E-05,1133.81,1243.56,1133.81,DIFF,,,,,
1770,1.13E-05,1133.81,1178,1133.81,DIFF,,,,,
1771,1.12E-05,1133.81,1154.93,1133.81,DIFF,,,,,
1772,1.11E-05,1133.81,1180.6,1133.81,DIFF,,,,,
1773,1.09E-05,1133.81,1180.02,1133.81,DIFF,,,,,
